"Город","Название города","Страна","Регион","Справка","Спорный"
"Богота","Богота","Колумбия",,"https://ru.wikipedia.org/wiki/Богота",
"Боготол","Боготол","Россия","Красноярский край","https://ru.wikipedia.org/wiki/Боготол_(город)",
"Богучар","Богучар","Россия","Воронежская область","https://ru.wikipedia.org/wiki/Богучар",
"Бодайбо","Бодайбо","Россия","Иркутская область","https://ru.wikipedia.org/wiki/Бодайбо_(город)",
"Бодрум","Бодрум","Турция",,"https://ru.wikipedia.org/wiki/Бодрум",
"Бокситогорск","Бокситогорск","Россия","Ленинградская область","https://ru.wikipedia.org/wiki/Бокситогорск",
"Болгар","Болгар","Россия","Татарстан","https://ru.wikipedia.org/wiki/Болгар",
"Бологое","Бологое","Россия","Тверская область","https://ru.wikipedia.org/wiki/Бологое",
"Болонья","Болонья","Италия",,"https://ru.wikipedia.org/wiki/Болонья",
"Болотное","Болотное","Россия","Новосибирская область","https://ru.wikipedia.org/wiki/Болотное",
"Болохово","Болохово","Россия","Тульская область","https://ru.wikipedia.org/wiki/Болохово",
"Болхов","Болхов","Россия","Орловская область","https://ru.wikipedia.org/wiki/Болхов",
"Больцано","Больцано","Италия",,"https://ru.wikipedia.org/wiki/Больцано",
"Большой Камень","Большой Камень","Россия","Приморский край","https://ru.wikipedia.org/wiki/Большой_Камень",
"Бонн","Бонн","Германия",,"https://ru.wikipedia.org/wiki/Бонн",
"Бор","Бор","Россия","Нижегородская область","https://ru.wikipedia.org/wiki/Бор_(город,_Нижегородская_область)",
"Бордо","Бордо","Франция",,"https://ru.wikipedia.org/wiki/Бордо",
"Боржоми (город)","Боржоми","Грузия",,"https://ru.wikipedia.org/wiki/Боржоми_(город)",
"Борзя","Борзя","Россия","Забайкальский край","https://ru.wikipedia.org/wiki/Борзя",
"Борисов (город)","Борисов","Белоруссия",,"https://ru.wikipedia.org/wiki/Борисов_(город)",
"Борисоглебск","Борисоглебск","Россия","Воронежская область","https://ru.wikipedia.org/wiki/Борисоглебск",
"Борисполь (город)","Борисполь",,,"https://ru.wikipedia.org/wiki/Борисполь","Да"
"Боровичи","Боровичи","Россия","Новгородская область","https://ru.wikipedia.org/wiki/Боровичи",
"Боровск","Боровск","Россия","Калужская область","https://ru.wikipedia.org/wiki/Боровск",
"Бородино","Бородино","Россия","Красноярский край","https://ru.wikipedia.org/wiki/Бородино_(город)",
"Бостад","Бостад","Швеция",,"https://ru.wikipedia.org/wiki/Бостад",
"Бостад","Бостад","Швеция",,"https://ru.wikipedia.org/wiki/Бостад",
"Бостон","Бостон","США",,"https://ru.wikipedia.org/wiki/Бостон",
"Бостон","Бостон","США",,"https://ru.wikipedia.org/wiki/Бостон",
"Бохтар","Бохтар","Таджикистан",,"https://ru.wikipedia.org/wiki/Бохтар",
"Бохтар","Бохтар","Таджикистан",,"https://ru.wikipedia.org/wiki/Бохтар",
"Бочилово (Пудожский район)","Бочилово","Россия",,"https://ru.wikipedia.org/wiki/Бочилово_(посёлок)",
"Браззавиль","Браззавиль","Республика Конго",,"https://ru.wikipedia.org/wiki/Браззавиль",
"Бразилиа","Бразилиа","Бразилия",,"https://ru.wikipedia.org/wiki/Бразилиа",
"Брайзах-на-Рейне","Брайзах-на-Рейне","Германия",,"https://ru.wikipedia.org/wiki/Брайзах-ам-Райн",
"Брандон (Манитоба)","Брандон","Канада",,"https://ru.wikipedia.org/wiki/Брандон_(Манитоба)",
"Братислава","Братислава","Словакия",,"https://ru.wikipedia.org/wiki/Братислава",
"Братск","Братск","Россия","Иркутская область","https://ru.wikipedia.org/wiki/Братск",
"Браунау-ам-Инн","Браунау-ам-Инн","Австрия",,"https://ru.wikipedia.org/wiki/Браунау-ам-Инн",
"Брейнтри (Эссекс)","Брейнтри","Великобритания",,"https://ru.wikipedia.org/wiki/Брейнтри_(Эссекс)",
"Бремен","Бремен","Германия",,"https://ru.wikipedia.org/wiki/Бремен",
"Брессо","Брессо","Италия",,"https://ru.wikipedia.org/wiki/Брессо",
"Брест","Брест","Белоруссия",,"https://ru.wikipedia.org/wiki/Брест",
"Брешиа","Брешиа","Италия",,"https://ru.wikipedia.org/wiki/Брешиа",
"Брин-Мар (Пенсильвания)","Брин-Мар","США",,"https://en.wikipedia.org/wiki/Bryn_Mawr,_Pennsylvania",
"Брисбен","Брисбен","Австралия",,"https://ru.wikipedia.org/wiki/Брисбен",
"Бриуэга","Бриуэга","Испания",,"https://ru.wikipedia.org/wiki/Бриуэга",
"Брно","Брно","Чехия",,"https://ru.wikipedia.org/wiki/Брно",
"Бровары","Бровары",,,"https://ru.wikipedia.org/wiki/Бровары","Да"
"Броды","Броды",,,"https://ru.wikipedia.org/wiki/Броды","Да"
"Бронино (Тверская область)","Бронино","Россия",,"https://ru.wikipedia.org/wiki/Бронино_(Тверская_область)",
"Бронницы","Бронницы","Россия","Московская область","https://ru.wikipedia.org/wiki/Бронницы",
"Брумол (Пенсильвания)","Брумол","США",,"https://en.wikipedia.org/wiki/Broomall,_Pennsylvania",
"Брусилов (Черниговская область)","Брусилов",,,"https://ru.wikipedia.org/wiki/Брусилов_(Черниговская_область)","Да"
"Брюссель","Брюссель","Бельгия",,"https://ru.wikipedia.org/wiki/Брюссель",
"Брянск","Брянск","Россия","Брянская область","https://ru.wikipedia.org/wiki/Брянск",
"Бугульма","Бугульма","Россия","Татарстан","https://ru.wikipedia.org/wiki/Бугульма",
"Бугуруслан","Бугуруслан","Россия","Оренбургская область","https://ru.wikipedia.org/wiki/Бугуруслан",
"Будапешт","Будапешт","Венгрия",,"https://ru.wikipedia.org/wiki/Будапешт",
"Будённовск","Будённовск","Россия","Ставропольский край","https://ru.wikipedia.org/wiki/Будённовск",
"Будрио","Будрио","Италия",,"https://ru.wikipedia.org/wiki/Будрио",
"Бузулук","Бузулук","Россия","Оренбургская область","https://ru.wikipedia.org/wiki/Бузулук",
"Буинск","Буинск","Россия","Татарстан","https://ru.wikipedia.org/wiki/Буинск_(Татарстан)",
"Буй","Буй","Россия","Костромская область","https://ru.wikipedia.org/wiki/Буй_(город)",
"Буйнакск","Буйнакск","Россия","Дагестан","https://ru.wikipedia.org/wiki/Буйнакск",
"Бука (Папуа — Новая Гвинея)","Бука","Папуа — Новая Гвинея",,"https://ru.wikipedia.org/wiki/Бука_(город,_Бугенвиль)",
"Бурж","Бурж","Франция",,"https://ru.wikipedia.org/wiki/Бурж",
"Бурос","Бурос","Швеция",,"https://ru.wikipedia.org/wiki/Бурос",
"Бусто-Арсицио","Бусто-Арсицио","Италия",,"https://ru.wikipedia.org/wiki/Бусто-Арсицио",
"Бутурлиновка","Бутурлиновка","Россия","Воронежская область","https://ru.wikipedia.org/wiki/Бутурлиновка",
"Буффало","Буффало","США",,"https://ru.wikipedia.org/wiki/Буффало",
"Бухара","Бухара","Узбекистан",,"https://ru.wikipedia.org/wiki/Бухара",
"Бухарест","Бухарест","Румыния",,"https://ru.wikipedia.org/wiki/Бухарест",
"Буча (город)","Буча",,,"https://ru.wikipedia.org/wiki/Буча_(город)","Да"
"Бушир","Бушир","Иран",,"https://ru.wikipedia.org/wiki/Бушир",
"Буэнос-Айрес","Буэнос-Айрес","Аргентина",,"https://ru.wikipedia.org/wiki/Буэнос-Айрес",
"Бхилаи","Бхилаи","Индия",,"https://ru.wikipedia.org/wiki/Бхилаи",
